"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.01,2,0,0.8,1,0.8,100,4862.02663746013,0.112588219646883,4674.48462379092,679.507345920199,0.121943922068694,737.838737239771
0.01,2,0,0.8,1,1,100,4761.87910494404,0.0402210201527668,4564.51710146949,715.663873932931,0.0549798269033897,776.436391300697
0.01,2,0,0.8,3,0.8,100,4822.27576979385,0.156278927637402,4636.37260044643,657.329657105755,0.131528139425754,716.410209005876
0.01,2,0,0.8,3,1,100,4702.64326958505,0.0645661973319459,4506.25179268973,705.835659188625,0.0982559101024213,767.64918426578
0.01,2,0,1,1,0.8,100,4870.11995933389,0.100254805868928,4683.82407226562,637.841139038896,0.0915573638471693,692.915708667482
0.01,2,0,1,1,1,100,4771.93875863036,0.0449376726329825,4575.12759719122,699.937082620262,0.0689351947975324,758.966016805591
0.01,2,0,1,3,0.8,100,4811.38533043619,0.122769502399347,4626.15510602679,625.60945363677,0.11134232948873,683.213028827624
0.01,2,0,1,3,1,100,4708.60480452313,0.117525146838599,4513.34636114211,686.463777051143,0.16846836785782,747.251023440539
0.01,2,1,0.8,1,0.8,100,4865.64335589934,0.0761283826477838,4679.63680710565,644.849015097184,0.0943562933817224,700.414424410225
0.01,2,1,0.8,1,1,100,4755.22503422763,0.041198730467553,4557.23477725074,717.296221365266,0.0567387432602778,778.313553677766
0.01,2,1,0.8,3,0.8,100,4815.81035906913,0.118778695246375,4629.35847981771,661.838064901378,0.114723987613634,720.672811692857
0.01,2,1,0.8,3,1,100,4711.35788435535,0.0734062148996516,4515.3121000744,704.881837419667,0.129478471911571,765.852139739272
0.01,2,1,1,1,0.8,100,4860.46113884114,0.0707358409048241,4674.75227864583,638.099104932126,0.0675633527760573,694.718861867166
0.01,2,1,1,1,1,100,4771.93875863036,0.0449376726329825,4575.12759719122,699.937082620262,0.0689351947975324,758.966016805591
0.01,2,1,1,3,0.8,100,4811.3560462742,0.166740378186117,4626.40703822545,628.077706708724,0.149553997771647,685.164036870294
0.01,2,1,1,3,1,100,4708.60480452313,0.117525146838599,4513.34636114211,686.463777051143,0.16846836785782,747.251023440539
0.1,2,0,0.8,1,0.8,100,1801.5575873303,0.206556141989025,1537.08234979539,786.537493765473,0.186798936339543,793.571326170866
0.1,2,0,0.8,1,1,100,1877.24734956794,0.179122224980695,1607.53357049851,859.629653524376,0.154485866953799,874.614413200232
0.1,2,0,0.8,3,0.8,100,1801.72374542676,0.187034627013117,1528.38508184524,817.156281848751,0.178489774149858,821.832720392493
0.1,2,0,0.8,3,1,100,1820.04307340264,0.219582335447156,1551.08037109375,851.48089900146,0.179627379468885,853.914555151562
0.1,2,0,1,1,0.8,100,1787.69925008062,0.180170904753895,1514.81005394345,761.258295034788,0.141588735241841,775.427560614787
0.1,2,0,1,1,1,100,1931.51105549535,0.164977627002695,1659.88969029018,847.385197536486,0.171656582147706,868.600603096161
0.1,2,0,1,3,0.8,100,1796.85949737496,0.198134711727995,1522.91393926711,754.434553132071,0.200179297647112,758.278551329858
0.1,2,0,1,3,1,100,1850.71842335093,0.20436980659476,1579.31776646205,915.763514880622,0.167139211864881,926.884684197745
0.1,2,1,0.8,1,0.8,100,1744.83142644363,0.18081692921265,1476.19855375744,672.172027469278,0.180854274098854,691.927593808481
0.1,2,1,0.8,1,1,100,1858.67822876103,0.149921379160009,1586.24224795387,835.576124367488,0.146758628033075,860.315284634361
0.1,2,1,0.8,3,0.8,100,1798.86956391712,0.214287293507198,1519.68420758929,801.387119351883,0.181538478569593,810.11515839204
0.1,2,1,0.8,3,1,100,1816.46270731856,0.211584686469284,1538.81109328497,854.047445004221,0.212297951051071,866.549280783109
0.1,2,1,1,1,0.8,100,1788.22220458698,0.186103842800146,1517.94706798735,777.682458096309,0.206230105136592,789.172884265056
0.1,2,1,1,1,1,100,1931.51105549535,0.164977627002695,1659.88969029018,847.385197536486,0.171656582147706,868.600603096161
0.1,2,1,1,3,0.8,100,1769.41336868522,0.178895988409187,1503.0487281436,759.967302602418,0.173245783257046,774.152651057092
0.1,2,1,1,3,1,100,1850.71842335093,0.20436980659476,1579.31776646205,915.763514880622,0.167139211864881,926.884684197745
0.01,3,0,0.8,1,0.8,100,4855.06450537048,0.0724915614487498,4667.97407226563,679.519494588847,0.0961759171441439,738.936645849373
0.01,3,0,0.8,1,1,100,4768.07744784017,0.0668358632769336,4570.19612630208,718.805168036574,0.0858524549788903,779.145470896007
0.01,3,0,0.8,3,0.8,100,4819.1264214847,0.129288857266269,4632.36181175595,666.631585983984,0.112868030566518,726.610405532807
0.01,3,0,0.8,3,1,100,4712.08367260227,0.102937487746158,4516.71748511905,706.775267006593,0.153081373427807,769.868021534321
0.01,3,0,1,1,0.8,100,4859.71013290878,0.068810835126075,4674.93224516369,641.781664686437,0.0710376625906597,695.001662531262
0.01,3,0,1,1,1,100,4769.33362232908,0.0740392694783077,4571.42133556548,710.587709216859,0.0951645799740305,770.896446574522
0.01,3,0,1,3,0.8,100,4836.23684256583,0.132994732446377,4653.84676339286,619.767920457808,0.104999679970576,674.000559742182
0.01,3,0,1,3,1,100,4711.66968725036,0.107395866849428,4516.27854585193,686.723888814107,0.167407036022837,748.963681686745
0.01,3,1,0.8,1,0.8,100,4851.40532415057,0.113040586733772,4663.29927222842,676.915773860368,0.155200250849499,734.394924939677
0.01,3,1,0.8,1,1,100,4769.16827229123,0.0586064118946667,4571.61637834821,721.128818734468,0.0710843996161062,781.276557944699
0.01,3,1,0.8,3,0.8,100,4805.24379568291,0.136970428842992,4618.47360026042,655.559007045543,0.125395602032018,714.415075099157
0.01,3,1,0.8,3,1,100,4710.17089851167,0.0990609198197367,4514.81474144345,708.395809601371,0.133236487450341,771.637850149034
0.01,3,1,1,1,0.8,100,4858.37993512516,0.074111833358999,4671.97956426711,626.717082385702,0.0802244498534096,680.716164851295
0.01,3,1,1,1,1,100,4769.33362232908,0.0740392694783077,4571.42133556548,710.587709216859,0.0951645799740305,770.896446574522
0.01,3,1,1,3,0.8,100,4824.76731965126,0.126519257231145,4640.08142206101,634.215927176116,0.106656717657934,690.142574597208
0.01,3,1,1,3,1,100,4711.66968725036,0.107395866849428,4516.27854585193,686.723888814107,0.167407036022837,748.963681686745
0.1,3,0,0.8,1,0.8,100,1731.14667755766,0.207093128739134,1462.48274274554,801.264350248276,0.18216071725131,801.442022202772
0.1,3,0,0.8,1,1,100,1809.57040777863,0.208917314502137,1522.5741187686,722.058811387904,0.191514105209868,729.093008611754
0.1,3,0,0.8,3,0.8,100,1823.90420342077,0.2154186787119,1521.52943638393,805.6426856883,0.195071547971343,807.204868129273
0.1,3,0,0.8,3,1,100,1864.44087708778,0.237724133737647,1574.38189174107,948.208817788995,0.18023733333749,953.735878222528
0.1,3,0,1,1,0.8,100,1736.78090721826,0.191416853893373,1455.30708007812,806.476987538857,0.179055649807004,819.94268610811
0.1,3,0,1,1,1,100,1822.57399760485,0.165120562502621,1558.36745489211,766.618427773462,0.175764810922118,766.915966969119
0.1,3,0,1,3,0.8,100,1847.10610288673,0.222539633255891,1581.83729073661,887.882619764883,0.175727137018771,887.863467349909
0.1,3,0,1,3,1,100,1834.30916858999,0.213829760572104,1570.76533668155,965.08266848721,0.182247286401682,965.181313869668
0.1,3,1,0.8,1,0.8,100,1737.0257620681,0.200867324681842,1460.58263578869,698.351550491887,0.198125417785364,708.410325628461
0.1,3,1,0.8,1,1,100,1760.28489849657,0.179467551914419,1491.94228050595,696.90888577573,0.158809098361571,699.069232676817
0.1,3,1,0.8,3,0.8,100,1791.5670916794,0.232770611017441,1527.90593145461,853.345698062054,0.186808363855696,860.097649897948
0.1,3,1,0.8,3,1,100,1821.9551754642,0.222141648170575,1559.76907087054,910.229978220787,0.16677690432436,912.631141225718
0.1,3,1,1,1,0.8,100,1796.90579760462,0.197394228220607,1531.29651460193,805.540385359576,0.172037625509073,804.77288683116
0.1,3,1,1,1,1,100,1822.57399760485,0.165120562502621,1558.36745489211,766.618427773462,0.175764810922118,766.915966969119
0.1,3,1,1,3,0.8,100,1803.17020572511,0.21708154882467,1515.90366210938,946.016247208262,0.152871321864046,955.01429187098
0.1,3,1,1,3,1,100,1834.30916858999,0.213829760572104,1570.76533668155,965.08266848721,0.182247286401682,965.181313869668
0.01,2,0,0.8,1,0.8,300,1896.63140662592,0.133481557007361,1677.66629929315,705.811571706969,0.11548726371732,713.633296040722
0.01,2,0,0.8,1,1,300,1954.15172158198,0.169685660243911,1727.72926897321,745.198973753075,0.149520409063778,746.716160878796
0.01,2,0,0.8,3,0.8,300,1815.64475132509,0.187771731264993,1600.04943963914,678.96939541046,0.145070494134293,682.373448697224
0.01,2,0,0.8,3,1,300,1834.32005479311,0.20717417886107,1607.77513253348,740.973546626961,0.167302393750715,739.130245565294
0.01,2,0,1,1,0.8,300,1920.19765751674,0.134368170726413,1690.0892624628,682.775158136916,0.108710798017963,702.399572564358
0.01,2,0,1,1,1,300,1987.40883043124,0.129544339268859,1759.87085658482,744.761953728512,0.140881820186147,759.539407592822
0.01,2,0,1,3,0.8,300,1828.21273285396,0.201297815466709,1607.18882998512,647.717623119165,0.164028078775954,655.630282155851
0.01,2,0,1,3,1,300,1848.11158775126,0.206444738343605,1615.66858956473,767.679501252655,0.164411952124349,768.303245033568
0.01,2,1,0.8,1,0.8,300,1884.54975909215,0.144670783999899,1663.29741443452,675.442420640259,0.136334971327927,688.045823365369
0.01,2,1,0.8,1,1,300,1944.64024747079,0.170006870419504,1716.72788318452,738.815798063925,0.158309024206485,742.90310811887
0.01,2,1,0.8,3,0.8,300,1814.10556109318,0.181411777045046,1593.98116861979,667.788758677436,0.146275929659904,672.233648314814
0.01,2,1,0.8,3,1,300,1837.21415987532,0.199766223213403,1608.51795014881,731.252366897,0.157202782207733,730.295654595913
0.01,2,1,1,1,0.8,300,1915.58635497767,0.139745126166177,1685.41644112723,688.785440332086,0.130293118822482,707.005788818172
0.01,2,1,1,1,1,300,1987.40883043124,0.129544339268859,1759.87085658482,744.761953728512,0.140881820186147,759.539407592822
0.01,2,1,1,3,0.8,300,1854.97028130242,0.206286517208038,1635.13203357515,688.589841865913,0.168038621434498,697.088129704852
0.01,2,1,1,3,1,300,1848.11158775126,0.206444738343605,1615.66858956473,767.679501252655,0.164411952124349,768.303245033568
0.1,2,0,0.8,1,0.8,300,1830.43954147225,0.238276894849513,1570.59339890253,881.625802773799,0.225659902422659,873.14127924371
0.1,2,0,0.8,1,1,300,1924.26738029934,0.237499727718614,1655.89313383557,927.830334606078,0.22260492322863,934.832553664578
0.1,2,0,0.8,3,0.8,300,1848.33167042112,0.221245795994748,1569.65744977679,884.985096449191,0.222546295153589,878.567349308893
0.1,2,0,0.8,3,1,300,1851.60544047683,0.252149876840099,1583.0745186942,892.190071930189,0.218763532486176,883.08929846413
0.1,2,0,1,1,0.8,300,1819.01312176598,0.224580134670525,1553.98110816592,879.782288883123,0.196367532870667,877.653329000709
0.1,2,0,1,1,1,300,2001.04689932027,0.225470453200993,1729.64212704613,970.228566488424,0.230324880330105,980.764562956699
0.1,2,0,1,3,0.8,300,1841.3175425133,0.238026853813307,1569.52542317708,856.962814949367,0.234851632839251,853.606464357552
0.1,2,0,1,3,1,300,1893.80394875492,0.23557270059039,1616.96413225446,978.487273202411,0.207573125264515,985.071901867157
0.1,2,1,0.8,1,0.8,300,1789.70821133768,0.234726952687657,1525.57863885789,801.389639570386,0.229009338162429,807.14377754785
0.1,2,1,0.8,1,1,300,1904.28569699639,0.217994806380668,1628.2445359003,922.277102635249,0.221336376091216,933.990801404398
0.1,2,1,0.8,3,0.8,300,1835.24177359686,0.247079211502924,1563.98341703869,870.852291872157,0.222653573459705,870.948000529446
0.1,2,1,0.8,3,1,300,1844.13216308593,0.245418760501911,1564.93143368676,884.509743432593,0.239047229969842,883.800471626809
0.1,2,1,1,1,0.8,300,1842.24253114465,0.230090103286078,1571.22324451265,909.500167711155,0.239778662225371,909.166182281461
0.1,2,1,1,1,1,300,2001.04689932027,0.225470453200993,1729.64212704613,970.228566488424,0.230324880330105,980.764562956699
0.1,2,1,1,3,0.8,300,1816.77894282628,0.214992962780521,1548.74883975074,870.469513236958,0.219097243554237,874.010897592716
0.1,2,1,1,3,1,300,1893.80394875492,0.23557270059039,1616.96413225446,978.487273202411,0.207573125264515,985.071901867157
0.01,3,0,0.8,1,0.8,300,1917.34128118387,0.139586051168305,1693.91608537946,738.668821315804,0.139166215677916,756.737628374352
0.01,3,0,0.8,1,1,300,1982.81640682335,0.104646765108376,1739.29562639509,736.436200538796,0.147731684932169,761.421696187587
0.01,3,0,0.8,3,0.8,300,1899.51809055126,0.212092543666192,1681.3810639881,818.335035518108,0.160363426011222,823.862871568873
0.01,3,0,0.8,3,1,300,1856.34210190292,0.234334862463418,1633.44671456473,827.774499090379,0.168244627445279,833.105230190869
0.01,3,0,1,1,0.8,300,1956.25631018588,0.14084104848571,1709.40977957589,756.499386143633,0.149110896064152,791.433056877868
0.01,3,0,1,1,1,300,1984.42939656157,0.0959597431169852,1715.5896391369,715.732634015117,0.11598219913649,757.426483628969
0.01,3,0,1,3,0.8,300,1929.02715852668,0.212688938311318,1698.16049804688,806.964799310769,0.166710480829125,818.970169293839
0.01,3,0,1,3,1,300,1881.61537349983,0.183218527248887,1656.25861932664,793.286335093092,0.156797339508112,800.981427045406
0.01,3,1,0.8,1,0.8,300,1927.65073328476,0.129333913782075,1696.81150018601,747.456261878349,0.131590705926508,764.182322208213
0.01,3,1,0.8,1,1,300,1961.03596198397,0.109475781087832,1722.49359188988,732.829970033248,0.136572620701858,756.756346357895
0.01,3,1,0.8,3,0.8,300,1883.303265331,0.209606708699868,1666.24872116815,765.14740869522,0.151563109077674,770.516758279407
0.01,3,1,0.8,3,1,300,1842.38833274812,0.215448644130295,1615.35339936756,802.175887369542,0.152681264414533,810.975780221281
0.01,3,1,1,1,0.8,300,1957.81326564293,0.14437121089278,1719.47261439732,755.828348741296,0.141123354713024,789.832582398623
0.01,3,1,1,1,1,300,1984.42939656157,0.0959597431169852,1715.5896391369,715.732634015117,0.11598219913649,757.426483628969
0.01,3,1,1,3,0.8,300,1927.91359814874,0.207013257684091,1694.73672572545,798.293686778226,0.166696137031705,811.239280751871
0.01,3,1,1,3,1,300,1881.61537349983,0.183218527248887,1656.25861932664,793.286335093092,0.156797339508112,800.981427045406
0.1,3,0,0.8,1,0.8,300,1733.93935703222,0.231623271686717,1468.42669503348,844.308811576209,0.205511316794082,839.217458941958
0.1,3,0,0.8,1,1,300,1816.28006960074,0.236935568379195,1530.52959449405,775.774772753983,0.213700711229271,776.999931368001
0.1,3,0,0.8,3,0.8,300,1836.85275832384,0.232102419636298,1531.33123604911,844.879786550696,0.218682465340029,837.581089840135
0.1,3,0,0.8,3,1,300,1877.8044810375,0.257245299664985,1591.6602469308,991.376765945296,0.193730269333627,985.056812931894
0.1,3,0,1,1,0.8,300,1739.3159184983,0.205540086099074,1461.05647321429,844.339077948542,0.191494822743221,850.961482994042
0.1,3,0,1,1,1,300,1836.15777855427,0.181857660720267,1572.13408668155,822.131910071728,0.186640973337874,818.190451198743
0.1,3,0,1,3,0.8,300,1844.63894395311,0.232457503956218,1578.91838495164,929.785679418654,0.188595555028956,924.577375665847
0.1,3,0,1,3,1,300,1851.45697319797,0.245646813865034,1587.27712518601,1017.0493495329,0.204690548791266,1003.02066403829
0.1,3,1,0.8,1,0.8,300,1741.19850038958,0.225217698611896,1465.85382254464,741.723827551283,0.217780007273086,743.459421882381
0.1,3,1,0.8,1,1,300,1771.91273836991,0.203184848634017,1503.17201915923,753.662758107148,0.174060656489511,750.778112685845
0.1,3,1,0.8,3,0.8,300,1789.28243777017,0.25466997692129,1526.4444312686,879.711376943098,0.213155421746374,876.731698412253
0.1,3,1,0.8,3,1,300,1844.32699734204,0.243288734703606,1584.7715890067,961.059703702444,0.18983869805447,950.377302616295
0.1,3,1,1,1,0.8,300,1800.32148183743,0.216858942915647,1539.15011160714,849.894423865322,0.186475724528524,840.356326511186
0.1,3,1,1,1,1,300,1836.09971615303,0.181739173675994,1572.2834984189,821.682925087609,0.186066465998114,817.616675809234
0.1,3,1,1,3,0.8,300,1824.43436178209,0.233740568454708,1534.75666155134,995.259578485423,0.175845117738479,996.931096797075
0.1,3,1,1,3,1,300,1851.45674128388,0.245647200301898,1587.27678571429,1017.04956167235,0.204690676916266,1003.02097064216
